node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
PeachWorldHomeStage::stage_change::BossKnuckleA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,BossKnuckleA,raw,obj1060,Stage Change BossKnuckleA,-5885.355,400.000,-3614.645,1;2,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::BossMagmaA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,BossMagmaA,raw,obj1047,Stage Change BossMagmaA,-1385.355,-2100.000,10014.645,1;2,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::BossRaidA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,BossRaidA,raw,obj2205,Stage Change BossRaidA,300.000,1750.000,-13600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::stage_change::BossRaidB::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,BossRaidB,raw,obj2751,Stage Change BossRaidB,2700.000,2600.000,-14500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::stage_change::Come::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,Come,raw,obj128,Stage Change Come,-1700.000,2100.000,21800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
PeachWorldHomeStage::stage_change::CostumeEventWorldPeach::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,CostumeEventWorldPeach,raw,obj824,Stage Change CostumeEventWorldPeach,-1700.000,1600.000,-19050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
PeachWorldHomeStage::stage_change::Fukuwarai2::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,Fukuwarai2,raw,obj1759,Stage Change Fukuwarai2,7000.000,895.572,-20750.000,1;2,Raw UnitConfigName=BazookaElectric.,
PeachWorldHomeStage::stage_change::GiantWanderBossA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,GiantWanderBossA,raw,obj1053,Stage Change GiantWanderBossA,-8250.000,-3600.000,4845.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::stage_change::GiantWanderBossB::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,GiantWanderBossB,raw,obj2750,Stage Change GiantWanderBossB,-7950.000,-3600.000,4845.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::stage_change::Go::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,Go,raw,obj753,Stage Change Go,3200.000,407.969,10500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
PeachWorldHomeStage::stage_change::MofumofuA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,MofumofuA,raw,obj1058,Stage Change MofumofuA,12964.645,1400.000,-7364.645,1;2,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::PeachCastleGate::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachCastleGate,raw,obj685,Stage Change PeachCastleGate,-1700.000,2600.000,-12350.000,1;2,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::PeachWorldEx1a::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachWorldEx1a,raw,obj816,Stage Change PeachWorldEx1a,6200.000,700.000,-10000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::stage_change::PeachWorldEx2a::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachWorldEx2a,raw,obj1336,Stage Change PeachWorldEx2a,-11500.000,-1250.000,-13200.000,1;2;3;4,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::PeachWorldRacemanStart::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachWorldRacemanStart,raw,obj1682,Stage Change PeachWorldRacemanStart,-6862.132,-2330.306,10687.868,1;2,Raw UnitConfigName=PlayerStartObjNoLink.,
PeachWorldHomeStage::stage_change::PeachWorldShopA::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,PeachWorldShopA,raw,obj805,Stage Change PeachWorldShopA,6245.710,125.000,554.289,1;2,Raw UnitConfigName=ChangeStageArea.,
PeachWorldHomeStage::stage_change::StartPoint::raw,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_change,StageData,StartPoint,raw,obj1023,Stage Change StartPoint,4100.000,52.796,5300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerActorHakoniwa.,
PeachWorldHomeStage::start,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldHomeStage::event::MoonRockActive_Mushroom,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,state_event,progression_events,,,,Mushroom Kingdom Moon Rock Active,,,,,Fill the route to the Moon Rock and any prerequisite story/global state.,
PeachWorldHomeStage::event::WorldPeace_Mushroom,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,state_event,progression_events,,,,Mushroom Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
PeachWorldPictureBossForestStage::stage_change::BossForestA::raw,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,stage_change,StageData,BossForestA,raw,obj25,Stage Change BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
PeachWorldPictureBossForestStage::stage_change::PictureBossForest::raw,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,fixed_transition,fixed_transition,PictureBossForest,,obj30,Painting to Torkdrift Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Fixed vanilla painting transition to RevengeForestBossStage; not part of entrance or painting randomization.,fixed
PeachWorldPictureBossForestStage::start,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldPictureBossRaidStage::stage_change::BossRaidA::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_change,StageData,BossRaidA,raw,obj32,Stage Change BossRaidA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldPictureBossRaidStage::stage_change::BossRaidB::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_change,StageData,BossRaidB,raw,obj31,Stage Change BossRaidB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldPictureBossRaidStage::stage_change::PictureBossRaid::raw,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,fixed_transition,fixed_transition,PictureBossRaid,,obj30,Painting to Lord of Lightning Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Fixed vanilla painting transition to RevengeBossRaidStage; not part of entrance or painting randomization.,fixed
PeachWorldPictureBossRaidStage::start,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldPictureGiantWanderBossStage::stage_change::GiantWanderBossA::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_change,StageData,GiantWanderBossA,raw,obj32,Stage Change GiantWanderBossA,0.000,0.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldPictureGiantWanderBossStage::stage_change::GiantWanderBossB::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_change,StageData,GiantWanderBossB,raw,obj31,Stage Change GiantWanderBossB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
PeachWorldPictureGiantWanderBossStage::stage_change::PictureGiantWanderBoss::raw,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,fixed_transition,fixed_transition,PictureGiantWanderBoss,,obj30,Painting to Mollusque-Lanceur Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Fixed vanilla painting transition to RevengeGiantWanderBossStage; not part of entrance or painting randomization.,fixed
PeachWorldPictureGiantWanderBossStage::start,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldPictureMofumofuStage::stage_change::MofumofuA::raw,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,stage_change,StageData,MofumofuA,raw,obj25,Stage Change MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
PeachWorldPictureMofumofuStage::stage_change::PictureMofumofu::raw,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,fixed_transition,fixed_transition,PictureMofumofu,,obj30,Painting to Mechawiggler Boss Re-fight,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Fixed vanilla painting transition to RevengeMofumofuStage; not part of entrance or painting randomization.,fixed
PeachWorldPictureMofumofuStage::start,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldShopStage::stage_change::PeachWorldShopA::raw,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,PeachWorldShopA,raw,obj6,Stage Change PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
PeachWorldShopStage::start,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
PeachWorldShopStage::entrance::PeachWorldShopA::sub_far,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,PeachWorldShopA,sub_far,obj6,Substage far side: PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
PeachWorldShopStage::entrance::PeachWorldShopA::sub_near,Mushroom Kingdom,PeachWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,PeachWorldShopA,sub_near,obj6,Substage near side: PeachWorldShopA,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
RevengeBossKnuckleStage::stage_change::PictureBossKnuckle::raw,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,stage_change,StageData,PictureBossKnuckle,raw,obj203,Stage Change PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeBossKnuckleStage::start,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
RevengeBossMagmaStage::stage_change::PictureBossMagma::raw,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_change,StageData,PictureBossMagma,raw,obj5970,Stage Change PictureBossMagma,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeBossMagmaStage::stage_change::start::raw,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_change,StageData,start,raw,obj2,Stage Change start,-11100.000,18450.000,7800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerActorHakoniwa.,
RevengeBossMagmaStage::start,Mushroom Kingdom,RevengeBossMagmaStage,Cookatiel Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
RevengeBossRaidStage::stage_change::PictureBossRaid::raw,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,stage_change,StageData,PictureBossRaid,raw,obj299,Stage Change PictureBossRaid,0.000,50.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeBossRaidStage::start,Mushroom Kingdom,RevengeBossRaidStage,Lord of Lightning Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
RevengeForestBossStage::stage_change::PictureBossForest::raw,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,stage_change,StageData,PictureBossForest,raw,obj561,Stage Change PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeForestBossStage::start,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
RevengeGiantWanderBossStage::stage_change::PictureGiantWanderBoss::raw,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,stage_change,StageData,PictureGiantWanderBoss,raw,obj2710,Stage Change PictureGiantWanderBoss,-250.000,1550.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeGiantWanderBossStage::start,Mushroom Kingdom,RevengeGiantWanderBossStage,Mollusque-Lanceur Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
RevengeMofumofuStage::stage_change::PictureMofumofu::raw,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,stage_change,StageData,PictureMofumofu,raw,obj69,Stage Change PictureMofumofu,0.000,150.000,-6250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=MissRestartArea.,
RevengeMofumofuStage::start,Mushroom Kingdom,RevengeMofumofuStage,Mechawiggler Boss Re-fight,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
YoshiCloudExStage::stage_change::PeachWorldEx1a::raw,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,stage_change,StageData,PeachWorldEx1a,raw,obj935,Stage Change PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
YoshiCloudExStage::start,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
YoshiCloudExStage::entrance::PeachWorldEx1a::sub_far,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,substage_entrance,EntranceDB,PeachWorldEx1a,sub_far,obj935,Substage far side: PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
YoshiCloudExStage::entrance::PeachWorldEx1a::sub_near,Mushroom Kingdom,YoshiCloudExStage,Yoshi in the Sea of Clouds,subarea,substage_entrance,EntranceDB,PeachWorldEx1a,sub_near,obj935,Substage near side: PeachWorldEx1a,100.000,550.000,26200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::entrance::BossForestA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossForestA,home_in,obj1129,Home entrance: BossForestA,-6450.000,2700.000,-21600.000,1;2,Links to PeachWorldPictureBossForestStage.,
PeachWorldHomeStage::entrance::BossForestA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossForestA,home_out,obj1129,Home return: BossForestA,-6450.000,2700.000,-21600.000,1;2,Links to PeachWorldPictureBossForestStage.,
PeachWorldHomeStage::entrance::BossKnuckleA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossKnuckleA,home_in,obj1060,Home entrance: BossKnuckleA,-5885.355,400.000,-3614.645,1;2,Links to PeachWorldPictureBossKnuckleStage.,
PeachWorldHomeStage::entrance::BossKnuckleA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossKnuckleA,home_out,obj1060,Home return: BossKnuckleA,-5885.355,400.000,-3614.645,1;2,Links to PeachWorldPictureBossKnuckleStage.,
PeachWorldHomeStage::entrance::BossMagmaA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossMagmaA,home_in,obj1047,Home entrance: BossMagmaA,-1385.355,-2100.000,10014.645,1;2,Links to PeachWorldPictureBossMagmaStage.,
PeachWorldHomeStage::entrance::BossMagmaA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossMagmaA,home_out,obj1047,Home return: BossMagmaA,-1385.355,-2100.000,10014.645,1;2,Links to PeachWorldPictureBossMagmaStage.,
PeachWorldHomeStage::entrance::BossRaidA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossRaidA,home_in,obj2205,Home entrance: BossRaidA,300.000,1750.000,-13600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureBossRaidStage.,
PeachWorldHomeStage::entrance::BossRaidA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossRaidA,home_out,obj2205,Home return: BossRaidA,300.000,1750.000,-13600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureBossRaidStage.,
PeachWorldHomeStage::entrance::GiantWanderBossA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,GiantWanderBossA,home_in,obj1053,Home entrance: GiantWanderBossA,-8250.000,-3600.000,4845.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureGiantWanderBossStage.,
PeachWorldHomeStage::entrance::GiantWanderBossA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,GiantWanderBossA,home_out,obj1053,Home return: GiantWanderBossA,-8250.000,-3600.000,4845.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureGiantWanderBossStage.,
PeachWorldHomeStage::entrance::MofumofuA::home_in,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,MofumofuA,home_in,obj1058,Home entrance: MofumofuA,12964.645,1400.000,-7364.645,1;2,Links to PeachWorldPictureMofumofuStage.,
PeachWorldHomeStage::entrance::MofumofuA::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,MofumofuA,home_out,obj1058,Home return: MofumofuA,12964.645,1400.000,-7364.645,1;2,Links to PeachWorldPictureMofumofuStage.,
PeachWorldPictureBossForestStage::entrance::BossForestA::sub_far,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,substage_entrance,EntranceDB,BossForestA,sub_far,obj25,Substage far side: BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage.,
PeachWorldPictureBossForestStage::entrance::BossForestA::sub_near,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,substage_entrance,EntranceDB,BossForestA,sub_near,obj25,Substage near side: BossForestA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage.,
PeachWorldPictureBossRaidStage::entrance::BossRaidB::sub_near,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,substage_entrance,EntranceDB,BossRaidB,sub_near,obj31,Substage near side: BossRaidB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldPictureGiantWanderBossStage::entrance::GiantWanderBossB::sub_near,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,substage_entrance,EntranceDB,GiantWanderBossB,sub_near,obj31,Substage near side: GiantWanderBossB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldPictureMofumofuStage::entrance::MofumofuA::sub_far,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,substage_entrance,EntranceDB,MofumofuA,sub_far,obj25,Substage far side: MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage.,
PeachWorldPictureMofumofuStage::entrance::MofumofuA::sub_near,Mushroom Kingdom,PeachWorldPictureMofumofuStage,Painting Room: Mechawiggler,subarea,substage_entrance,EntranceDB,MofumofuA,sub_near,obj25,Substage near side: MofumofuA,0.000,-100.000,1700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage.,
PeachWorldHomeStage::entrance::BossRaidB::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,BossRaidB,home_out,obj2751,Home return: BossRaidB,2700.000,2600.000,-14500.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureBossRaidStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldHomeStage::entrance::GiantWanderBossB::home_out,Mushroom Kingdom,PeachWorldHomeStage,Mushroom Kingdom,overworld,home_entrance,EntranceDB,GiantWanderBossB,home_out,obj2750,Home return: GiantWanderBossB,-7950.000,-3600.000,4845.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to PeachWorldPictureGiantWanderBossStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldPictureBossRaidStage::entrance::BossRaidB::sub_far,Mushroom Kingdom,PeachWorldPictureBossRaidStage,Painting Room: Lord of Lightning,subarea,substage_entrance,EntranceDB,BossRaidB,sub_far,obj31,Substage far side: BossRaidB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldPictureGiantWanderBossStage::entrance::GiantWanderBossB::sub_far,Mushroom Kingdom,PeachWorldPictureGiantWanderBossStage,Painting Room: Mollusque-Lanceur,subarea,substage_entrance,EntranceDB,GiantWanderBossB,sub_far,obj31,Substage far side: GiantWanderBossB,0.000,100.000,1100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from PeachWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
PeachWorldPictureBossForestStage::entrance::PictureBossForest::home_in,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,home_entrance,EntranceDB,PictureBossForest,home_in,obj30,Home entrance: PictureBossForest,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossForestStage<->RevengeForestBossStage (fixed).,
PeachWorldPictureBossForestStage::entrance::PictureBossForest::home_out,Mushroom Kingdom,PeachWorldPictureBossForestStage,Painting Room: Torkdrift,subarea,home_entrance,EntranceDB,PictureBossForest,home_out,obj30,Home return: PictureBossForest,0.000,600.000,-900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossForestStage<->RevengeForestBossStage (fixed).,
RevengeForestBossStage::entrance::PictureBossForest::sub_near,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,substage_entrance,EntranceDB,PictureBossForest,sub_near,obj561,Substage near side: PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossForestStage<->RevengeForestBossStage (fixed).,
RevengeForestBossStage::entrance::PictureBossForest::sub_far,Mushroom Kingdom,RevengeForestBossStage,Torkdrift Boss Re-fight,subarea,substage_entrance,EntranceDB,PictureBossForest,sub_far,obj561,Substage far side: PictureBossForest,0.000,3050.000,-300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossForestStage<->RevengeForestBossStage (fixed).,
RevengeBossKnuckleStage::entrance::PictureBossKnuckle::sub_near,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,substage_entrance,EntranceDB,PictureBossKnuckle,sub_near,obj203,Substage near side: PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossKnuckleStage<->RevengeBossKnuckleStage (fixed).,
RevengeBossKnuckleStage::entrance::PictureBossKnuckle::sub_far,Mushroom Kingdom,RevengeBossKnuckleStage,Knucklotec Boss Re-fight,subarea,substage_entrance,EntranceDB,PictureBossKnuckle,sub_far,obj203,Substage far side: PictureBossKnuckle,0.000,0.000,2950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door PeachWorldPictureBossKnuckleStage<->RevengeBossKnuckleStage (fixed).,
